anomaly_id,timestamp,task_id,machine_id,operator_id,anomaly_type,severity,observed_value,baseline_value,reason,recommended_action
A00445,2026-01-09 10:38:52,T00895,EXC001,OP007,HIGH_ENGINE_IDLE,ATTENTION,5.05,2.688,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00446,2026-01-03 15:32:37,T00553,DOZ001,OP004,UNEXPECTED_MOVEMENT,ATTENTION,3.17,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00447,2026-01-15 09:42:02,T00521,EXC001,OP006,HIGH_ENGINE_IDLE,ACTION,4.23,2.217,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00448,2026-01-07 10:46:30,T00109,DOZ001,OP001,PROXIMITY_APPROACH,ATTENTION,24.05,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00449,2026-01-20 09:56:21,T00500,DOZ001,OP005,EXCESS_IDLE,ACTION,4.19,7.605,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00450,2026-01-03 14:41:37,T00288,EXC002,OP006,RAPID_CONTROL_CORRECTIONS,ACTION,5.55,3.319,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00451,2026-01-29 06:06:02,T00814,LOD001,OP006,OVERLOAD,ACTION,103.87,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00452,2026-01-03 09:51:25,T00401,LOD001,OP001,HIGH_ENGINE_IDLE,ACTION,4.28,5.826,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00453,2026-01-05 06:37:45,T00699,EXC002,OP001,SLOW_REACTION,ACTION,497.6,420.059,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00454,2026-01-21 14:50:35,T00050,EXC002,OP006,HIGH_ENGINE_IDLE,ATTENTION,3.58,2.217,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00455,2026-01-25 13:38:26,T00481,DOZ001,OP002,HARSH_SWING,ATTENTION,13.1,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00456,2026-01-06 09:21:44,T00683,DOZ001,OP003,HARSH_SWING,ATTENTION,1.3,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00457,2026-01-17 13:10:16,T00571,EXC001,OP004,PROXIMITY_APPROACH,ATTENTION,20.16,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00458,2026-01-22 12:26:34,T00056,EXC001,OP007,EXCESS_IDLE,ATTENTION,6.95,2.688,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00459,2026-01-05 14:56:21,T00273,DOZ001,OP008,OVERLOAD,ACTION,56.53,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00460,2026-01-01 07:33:36,T00873,DOZ001,OP003,OVERLOAD,ACTION,40.79,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00461,2026-01-25 13:29:06,T00372,DOZ001,OP003,EXCESS_IDLE,ATTENTION,9.03,5.841,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00462,2026-01-04 06:42:51,T00954,EXC001,OP007,HARSH_SWING,ACTION,131.9,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00463,2026-01-25 14:55:36,T00648,EXC001,OP007,SLOW_REACTION,ATTENTION,440.8,416.906,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00464,2026-01-25 14:09:12,T00474,EXC002,OP005,EXCESS_IDLE,ACTION,12.1,7.605,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00465,2026-01-11 08:20:44,T00183,EXC002,OP002,HIGH_FUEL_PER_CYCLE,ACTION,3.707,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00466,2026-01-05 08:54:23,T00948,EXC002,OP005,HIGH_ENGINE_IDLE,ACTION,6.41,7.605,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00467,2026-01-29 06:31:18,T00206,EXC001,OP004,UNSTABLE_GROUND,ATTENTION,0.679,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00468,2026-01-23 08:41:19,T00846,DOZ001,OP008,BELT_VIOLATION,ATTENTION,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00469,2026-01-29 10:39:06,T00239,EXC002,OP003,HARSH_SWING,ATTENTION,23.6,110.0,Swing activity was unusually abrupt for the current task,Reduce swing speed and confirm the swing zone is clear
A00470,2026-01-05 17:20:36,T00994,EXC002,OP008,HIGH_ENGINE_IDLE,ACTION,8.97,5.594,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00471,2026-01-03 07:12:54,T00155,EXC002,OP002,HIGH_ENGINE_IDLE,ATTENTION,5.29,8.356,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00472,2026-01-13 09:36:48,T00061,EXC002,OP008,BELT_VIOLATION,ATTENTION,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00473,2026-01-12 15:05:48,T00079,LOD001,OP001,ABNORMAL_CYCLE_TIME,ATTENTION,38.9,38.55,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00474,2026-01-11 08:54:54,T00042,LOD001,OP001,SLOW_REACTION,ATTENTION,450.5,420.059,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00475,2026-01-22 07:41:46,T00769,LOD001,OP008,SLOW_REACTION,ATTENTION,608.5,551.875,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00476,2026-01-10 12:39:32,T00132,EXC001,OP001,OVERLOAD,ACTION,75.44,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00477,2026-01-06 09:36:50,T00447,DOZ001,OP001,RAPID_CONTROL_CORRECTIONS,ACTION,3.16,2.69,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00478,2026-01-02 08:47:38,T00499,LOD001,OP002,HIGH_FUEL_PER_CYCLE,ATTENTION,6.048,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00479,2026-01-24 06:37:37,T00987,LOD001,OP002,EXCESS_IDLE,ACTION,6.55,8.356,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00480,2026-01-06 07:54:05,T00345,DOZ001,OP008,RAPID_CONTROL_CORRECTIONS,ACTION,4.04,2.36,Control corrections increased above operator baseline,Pause if safe and stabilize machine control inputs
A00481,2026-01-15 06:27:16,T00720,EXC001,OP006,SLOW_REACTION,ATTENTION,437.0,433.957,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00482,2026-01-01 12:28:53,T00359,EXC002,OP008,UNSTABLE_GROUND,ATTENTION,0.694,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00483,2026-01-24 16:03:27,T00654,EXC002,OP001,BELT_VIOLATION,ACTION,1.0,1.0,Seatbelt disengaged during machine movement,Stop movement and secure the seatbelt
A00484,2026-01-05 08:07:57,T00163,LOD001,OP001,PROXIMITY_APPROACH,ATTENTION,13.22,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00485,2026-01-04 09:51:54,T00858,EXC001,OP008,SLOW_REACTION,ATTENTION,544.9,551.875,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00486,2026-01-02 11:45:52,T00842,DOZ001,OP008,SLOW_REACTION,ACTION,675.7,551.875,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00487,2026-01-09 09:55:28,T00573,DOZ001,OP002,SLOW_REACTION,ACTION,484.3,456.101,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00488,2026-01-29 14:27:16,T00542,EXC002,OP003,ABNORMAL_CYCLE_TIME,ACTION,35.41,36.34,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00489,2026-01-19 06:15:49,T00847,EXC002,OP003,EXCESS_IDLE,ATTENTION,0.0,5.841,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00490,2026-01-01 17:20:33,T00635,LOD001,OP008,SLOW_REACTION,CRITICAL,641.5,551.875,Reaction time was elevated relative to operator baseline,Pause at a safe stationary point and review operator workload
A00491,2026-01-15 07:42:38,T00107,LOD001,OP001,HIGH_FUEL_PER_CYCLE,ATTENTION,6.808,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00492,2026-01-19 13:06:33,T00801,EXC001,OP008,EXCESS_IDLE,ACTION,9.48,5.594,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
A00493,2026-01-15 16:10:16,T00558,LOD001,OP004,UNEXPECTED_MOVEMENT,ATTENTION,3.05,0.0,Machine movement occurred during a non-moving task state,Stop movement and verify the intended machine state
A00494,2026-01-29 15:16:11,T00034,EXC002,OP002,HIGH_ENGINE_IDLE,ATTENTION,2.42,8.356,Engine remained active while machine was stationary,Use safe standby when continued engine operation is not required
A00495,2026-01-06 17:32:51,T00729,LOD001,OP007,PROXIMITY_APPROACH,ACTION,23.64,20.0,Person entered a closer-than-normal operating zone,Pause the relevant movement and confirm personnel clearance
A00496,2026-01-12 12:10:55,T00293,DOZ001,OP004,UNSTABLE_GROUND,ATTENTION,0.843,0.6,Ground/slope conditions reduced the stability index,Stop the high-risk movement and reassess ground/stability conditions
A00497,2026-01-04 12:28:09,T00208,EXC002,OP005,ABNORMAL_CYCLE_TIME,ATTENTION,28.8,30.66,Recent cycle time deviated materially from task baseline,Check task conditions and compare recent cycles with baseline
A00498,2026-01-16 07:08:23,T00118,DOZ001,OP003,OVERLOAD,CRITICAL,57.1,90.0,Observed load exceeded the normal operating threshold,Reduce load and reassess the current lift/load condition
A00499,2026-01-25 13:24:17,T00372,DOZ001,OP003,HIGH_FUEL_PER_CYCLE,ATTENTION,5.416,0.12,Fuel consumed per cycle was above task baseline,Check loading technique and avoid unnecessary high-load cycles
A00500,2026-01-13 13:15:22,T00830,LOD001,OP001,EXCESS_IDLE,ATTENTION,10.48,5.826,Idle duration exceeded operator baseline while task was active,Stand by safely and resume when the work zone is clear
