task_id,task_type,machine_id,machine_type,operator_id,scheduled_start,scheduled_end,start_time,end_time,actual_duration_min,planned_quantity,quantity_done,progress_pct,cycle_time_sec,cycles_completed,ground_softness,rain,slope_deg,avg_load_pct,is_night,idle_min,fuel_used_l
T00348,GRADE,DOZ001,DOZER,OP004,2026-01-10 06:45:00,2026-01-10 08:45:00,2026-01-10 06:38:03,2026-01-10 08:23:58,105.91,688,688,100.0,71.67,82,0.48,0,3.21,54.66,1,7.96,568.77
T00349,DIG,EXC002,EXCAVATOR,OP002,2026-01-25 09:15:00,2026-01-25 10:30:00,2026-01-25 09:03:29,2026-01-25 09:56:40,53.18,439,285,64.9,46.78,54,0.566,1,6.9,84.77,0,14.57,284.5
T00350,GRADE,DOZ001,DOZER,OP003,2026-01-26 09:15:00,2026-01-26 11:15:00,2026-01-26 09:07:54,2026-01-26 09:44:37,36.72,271,244,90.0,50.21,30,0.111,0,3.98,62.93,0,11.06,147.97
T00351,LOAD,LOD001,LOADER,OP006,2026-01-23 10:30:00,2026-01-23 11:50:00,2026-01-23 10:53:40,2026-01-23 11:10:15,16.59,186,186,100.0,35.64,21,0.262,0,3.33,75.44,0,4.12,97.49
T00352,DIG,EXC001,EXCAVATOR,OP007,2026-01-30 06:30:00,2026-01-30 07:45:00,2026-01-30 06:22:20,2026-01-30 06:48:28,26.13,209,178,85.2,47.91,25,0.59,0,6.64,69.68,1,4.32,134.84
T00353,LIFT,EXC001,EXCAVATOR,OP003,2026-01-23 11:15:00,2026-01-23 12:55:00,2026-01-23 11:13:28,2026-01-23 11:38:09,24.69,120,114,95.0,70.81,14,0.398,0,0.0,56.67,0,10.01,124.97
T00354,LOAD,LOD001,LOADER,OP007,2026-01-15 07:00:00,2026-01-15 08:20:00,2026-01-15 07:20:37,2026-01-15 07:36:52,16.25,143,136,95.1,40.14,16,0.176,0,6.85,71.21,0,6.83,76.71
T00355,LOAD,LOD001,LOADER,OP008,2026-01-16 11:00:00,2026-01-16 12:20:00,2026-01-16 10:53:55,2026-01-16 11:16:40,22.75,238,155,65.1,36.73,26,0.171,0,2.58,63.57,0,9.16,118.4
T00356,DIG,EXC002,EXCAVATOR,OP006,2026-01-28 07:45:00,2026-01-28 09:00:00,2026-01-28 07:42:56,2026-01-28 08:12:19,29.39,303,136,44.9,30.17,34,0.269,1,2.86,68.28,0,11.04,113.13
T00357,LIFT,EXC002,EXCAVATOR,OP005,2026-01-11 10:30:00,2026-01-11 12:10:00,2026-01-11 10:29:54,2026-01-11 11:03:25,33.53,160,144,90.0,80.74,19,0.424,0,7.36,85.19,0,8.41,220.47
T00358,GRADE,DOZ001,DOZER,OP001,2026-01-02 07:45:00,2026-01-02 09:45:00,2026-01-02 07:50:52,2026-01-02 08:20:38,29.77,183,183,100.0,51.3,21,0.224,0,3.62,77.3,0,11.82,117.62
T00359,LIFT,EXC002,EXCAVATOR,OP008,2026-01-01 12:15:00,2026-01-01 13:55:00,2026-01-01 12:09:33,2026-01-01 12:38:34,29.02,53,34,64.2,116.0,7,0.763,1,8.54,70.88,0,16.55,101.67
T00360,LOAD,LOD001,LOADER,OP005,2026-01-03 16:30:00,2026-01-03 17:50:00,2026-01-03 16:53:22,2026-01-03 17:20:41,27.31,104,104,100.0,46.28,13,0.614,1,2.9,82.96,0,17.28,81.99
T00361,LIFT,EXC001,EXCAVATOR,OP007,2026-01-21 10:15:00,2026-01-21 11:55:00,2026-01-21 09:58:17,2026-01-21 10:19:25,21.15,129,116,89.9,69.11,14,0.119,0,0.0,47.68,0,5.08,121.47
T00362,DIG,EXC001,EXCAVATOR,OP004,2026-01-16 07:15:00,2026-01-16 08:30:00,2026-01-16 07:40:17,2026-01-16 08:05:57,25.68,311,295,94.9,35.36,34,0.29,0,4.02,90.16,0,8.5,140.9
T00363,GRADE,DOZ001,DOZER,OP001,2026-01-23 11:00:00,2026-01-23 13:00:00,2026-01-23 11:05:45,2026-01-23 12:59:51,114.09,1014,862,85.0,52.33,112,0.166,0,2.7,76.65,0,8.63,582.57
T00364,GRADE,DOZ001,DOZER,OP004,2026-01-13 07:00:00,2026-01-13 09:00:00,2026-01-13 06:48:35,2026-01-13 07:37:20,48.74,361,361,100.0,57.98,40,0.113,0,6.55,48.26,0,10.09,209.69
T00365,LOAD,LOD001,LOADER,OP007,2026-01-25 08:15:00,2026-01-25 09:35:00,2026-01-25 07:57:02,2026-01-25 08:06:46,9.73,57,54,94.7,37.13,7,0.145,0,0.94,59.53,0,6.61,31.73
T00366,DIG,EXC001,EXCAVATOR,OP008,2026-01-12 17:15:00,2026-01-12 18:30:00,2026-01-12 17:22:06,2026-01-12 17:47:08,25.04,235,129,54.9,40.04,27,0.397,0,6.12,82.07,0,9.88,124.75
T00367,GRADE,DOZ001,DOZER,OP002,2026-01-29 07:15:00,2026-01-29 09:15:00,2026-01-29 07:14:01,2026-01-29 08:25:22,71.34,402,362,90.0,71.43,46,0.451,1,11.19,71.84,0,17.42,353.72
T00368,GRADE,DOZ001,DOZER,OP007,2026-01-11 08:15:00,2026-01-11 10:15:00,2026-01-11 08:21:40,2026-01-11 09:32:40,71.0,717,645,90.0,56.82,77,0.02,0,10.09,64.07,0,4.98,436.7
T00369,LIFT,EXC002,EXCAVATOR,OP001,2026-01-28 16:30:00,2026-01-28 18:10:00,2026-01-28 16:43:14,2026-01-28 17:01:46,18.54,72,68,94.4,84.14,8,0.441,0,4.5,80.15,0,9.42,92.33
T00370,LIFT,EXC002,EXCAVATOR,OP005,2026-01-21 06:15:00,2026-01-21 07:55:00,2026-01-21 06:23:01,2026-01-21 06:54:29,31.47,146,146,100.0,84.63,17,0.231,0,3.46,78.51,1,7.5,189.04
T00371,LIFT,EXC002,EXCAVATOR,OP002,2026-01-17 06:30:00,2026-01-17 08:10:00,2026-01-17 06:37:44,2026-01-17 07:03:54,26.17,101,101,100.0,79.68,12,0.386,0,3.94,65.71,1,10.23,128.16
T00372,GRADE,DOZ001,DOZER,OP003,2026-01-25 13:00:00,2026-01-25 15:00:00,2026-01-25 13:05:01,2026-01-25 13:33:56,28.93,184,166,90.2,53.5,21,0.228,0,3.58,72.09,0,10.84,113.75
T00373,DIG,EXC002,EXCAVATOR,OP004,2026-01-02 06:45:00,2026-01-02 08:00:00,2026-01-02 06:20:23,2026-01-02 07:25:01,64.62,598,598,100.0,41.45,72,0.405,1,2.02,62.79,1,14.88,315.56
T00374,GRADE,DOZ001,DOZER,OP007,2026-01-03 16:15:00,2026-01-03 18:15:00,2026-01-03 16:18:36,2026-01-03 18:27:51,129.25,718,718,100.0,83.51,85,0.599,1,5.55,52.61,0,10.94,632.79
T00375,DIG,EXC001,EXCAVATOR,OP003,2026-01-18 11:45:00,2026-01-18 13:00:00,2026-01-18 11:53:09,2026-01-18 12:07:49,14.67,147,147,100.0,32.94,17,0.231,0,6.26,65.2,0,5.33,61.35
T00376,GRADE,DOZ001,DOZER,OP001,2026-01-08 07:45:00,2026-01-08 09:45:00,2026-01-08 07:35:53,2026-01-08 08:21:46,45.88,387,368,95.1,52.87,44,0.212,0,1.56,68.69,0,10.04,236.16
T00377,DIG,EXC002,EXCAVATOR,OP003,2026-01-04 06:15:00,2026-01-04 07:30:00,2026-01-04 06:18:33,2026-01-04 06:36:22,17.82,91,91,100.0,50.0,11,0.712,1,6.42,66.58,1,8.65,60.91
T00378,LOAD,LOD001,LOADER,OP003,2026-01-12 08:30:00,2026-01-12 09:50:00,2026-01-12 08:20:05,2026-01-12 08:59:35,39.5,227,148,65.2,60.0,27,0.788,0,11.64,83.82,0,10.72,206.84
T00379,DIG,EXC002,EXCAVATOR,OP007,2026-01-09 14:00:00,2026-01-09 15:15:00,2026-01-09 14:10:25,2026-01-09 14:45:07,34.7,349,297,85.1,38.96,40,0.378,0,3.0,69.51,0,11.76,180.97
T00380,DIG,EXC002,EXCAVATOR,OP008,2026-01-17 11:00:00,2026-01-17 12:15:00,2026-01-17 11:05:59,2026-01-17 11:59:05,53.09,591,384,65.0,39.63,65,0.303,1,7.21,80.06,0,14.24,292.66
T00381,LIFT,EXC002,EXCAVATOR,OP003,2026-01-09 07:00:00,2026-01-09 08:40:00,2026-01-09 07:08:03,2026-01-09 07:25:54,17.86,78,66,84.6,77.61,10,0.411,0,2.2,63.81,0,5.86,100.86
T00382,DIG,EXC001,EXCAVATOR,OP001,2026-01-08 06:45:00,2026-01-08 08:00:00,2026-01-08 07:00:54,2026-01-08 07:43:00,42.11,452,452,100.0,36.75,54,0.618,0,0.44,58.99,1,9.03,202.39
T00383,LIFT,EXC001,EXCAVATOR,OP001,2026-01-18 17:45:00,2026-01-18 19:25:00,2026-01-18 17:52:02,2026-01-18 18:15:34,23.53,77,77,100.0,90.23,9,0.436,0,5.68,86.02,0,9.99,114.52
T00384,GRADE,DOZ001,DOZER,OP005,2026-01-27 07:30:00,2026-01-27 09:30:00,2026-01-27 07:35:39,2026-01-27 08:31:40,56.02,394,374,94.9,58.14,47,0.462,0,6.97,54.98,0,10.26,273.83
T00385,DIG,EXC001,EXCAVATOR,OP004,2026-01-26 14:00:00,2026-01-26 15:15:00,2026-01-26 14:26:27,2026-01-26 15:05:13,38.76,490,490,100.0,34.16,53,0.296,0,4.51,80.3,0,8.58,207.13
T00386,GRADE,DOZ001,DOZER,OP005,2026-01-11 07:45:00,2026-01-11 09:45:00,2026-01-11 07:57:43,2026-01-11 08:41:47,44.08,166,166,100.0,70.72,21,0.805,1,0.76,75.29,0,19.32,163.01
T00387,LOAD,LOD001,LOADER,OP004,2026-01-15 11:45:00,2026-01-15 13:05:00,2026-01-15 11:36:16,2026-01-15 12:06:24,30.13,237,178,75.1,45.77,27,0.267,0,6.74,68.08,0,8.47,147.26
T00388,LIFT,EXC001,EXCAVATOR,OP001,2026-01-30 12:00:00,2026-01-30 13:40:00,2026-01-30 12:22:17,2026-01-30 12:43:51,21.56,79,75,94.9,86.26,9,0.434,0,3.07,87.41,0,8.1,109.25
T00389,DIG,EXC002,EXCAVATOR,OP001,2026-01-25 16:45:00,2026-01-25 18:00:00,2026-01-25 17:06:23,2026-01-25 17:42:15,35.87,394,394,100.0,38.23,45,0.453,0,11.2,66.85,0,7.2,188.23
T00390,LIFT,EXC002,EXCAVATOR,OP008,2026-01-02 08:30:00,2026-01-02 10:10:00,2026-01-02 08:49:10,2026-01-02 09:08:07,18.94,43,43,100.0,82.39,5,0.237,1,1.75,67.7,0,12.08,61.56
T00391,LIFT,EXC002,EXCAVATOR,OP006,2026-01-15 17:00:00,2026-01-15 18:40:00,2026-01-15 16:57:28,2026-01-15 17:10:16,12.8,44,42,95.5,86.25,6,0.516,0,4.56,76.43,0,5.71,67.76
T00392,GRADE,DOZ001,DOZER,OP001,2026-01-14 16:15:00,2026-01-14 18:15:00,2026-01-14 16:41:13,2026-01-14 18:01:55,80.7,634,634,100.0,57.82,68,0.227,1,5.87,69.89,0,15.17,423.22
T00393,LOAD,LOD001,LOADER,OP006,2026-01-11 13:30:00,2026-01-11 14:50:00,2026-01-11 13:39:58,2026-01-11 13:59:59,20.01,99,99,100.0,43.21,12,0.448,1,7.2,80.28,0,11.37,71.2
T00394,LIFT,EXC001,EXCAVATOR,OP002,2026-01-05 07:15:00,2026-01-05 08:55:00,2026-01-05 07:10:58,2026-01-05 07:39:11,28.21,135,128,94.8,68.04,15,0.262,0,1.09,64.78,0,12.4,133.14
T00395,GRADE,DOZ001,DOZER,OP006,2026-01-25 09:45:00,2026-01-25 11:45:00,2026-01-25 09:55:40,2026-01-25 11:06:56,71.26,781,742,95.0,46.97,83,0.12,0,5.13,53.07,0,1.65,355.2
T00396,DIG,EXC001,EXCAVATOR,OP003,2026-01-26 16:30:00,2026-01-26 17:45:00,2026-01-26 16:31:02,2026-01-26 16:49:14,18.2,121,121,100.0,39.12,15,0.485,0,5.44,82.78,0,8.42,68.01
T00397,LOAD,LOD001,LOADER,OP002,2026-01-23 09:30:00,2026-01-23 10:50:00,2026-01-23 09:16:32,2026-01-23 09:37:36,21.08,141,134,95.0,34.8,16,0.26,0,5.91,53.79,0,12.92,69.38
T00398,LOAD,LOD001,LOADER,OP003,2026-01-01 12:45:00,2026-01-01 14:05:00,2026-01-01 13:13:04,2026-01-01 13:34:41,21.62,182,155,85.2,42.96,20,0.2,0,5.85,82.61,0,7.33,107.45
T00399,LIFT,EXC001,EXCAVATOR,OP008,2026-01-04 08:00:00,2026-01-04 09:40:00,2026-01-04 07:48:45,2026-01-04 08:02:26,13.69,23,23,100.0,71.6,3,0.276,0,0.57,92.73,0,10.11,35.21
T00400,LIFT,EXC001,EXCAVATOR,OP004,2026-01-27 12:30:00,2026-01-27 14:10:00,2026-01-27 12:36:59,2026-01-27 13:01:14,24.24,41,37,90.2,93.22,5,0.268,1,6.15,82.67,0,16.93,73.43
T00401,LOAD,LOD001,LOADER,OP001,2026-01-03 09:45:00,2026-01-03 11:05:00,2026-01-03 09:42:27,2026-01-03 10:22:51,40.39,247,247,100.0,45.24,28,0.42,1,2.65,67.75,0,19.28,157.22
T00402,LOAD,LOD001,LOADER,OP001,2026-01-15 06:15:00,2026-01-15 07:35:00,2026-01-15 06:13:53,2026-01-15 06:50:30,36.61,186,177,95.2,60.0,23,0.597,1,2.07,71.89,1,14.19,164.74
T00403,GRADE,DOZ001,DOZER,OP001,2026-01-13 16:45:00,2026-01-13 18:45:00,2026-01-13 17:06:37,2026-01-13 18:13:07,66.51,503,503,100.0,58.43,59,0.442,0,8.43,50.08,0,9.06,329.38
T00404,LIFT,EXC002,EXCAVATOR,OP005,2026-01-15 08:00:00,2026-01-15 09:40:00,2026-01-15 07:55:34,2026-01-15 08:34:58,39.41,82,74,90.2,94.59,10,0.526,1,5.11,71.54,0,21.12,123.82
T00405,GRADE,DOZ001,DOZER,OP008,2026-01-02 07:30:00,2026-01-02 09:30:00,2026-01-02 07:25:48,2026-01-02 10:00:45,154.94,934,934,100.0,72.95,115,0.656,1,0.0,41.53,0,15.12,728.25
T00406,LIFT,EXC001,EXCAVATOR,OP001,2026-01-13 17:30:00,2026-01-13 19:10:00,2026-01-13 17:34:19,2026-01-13 18:07:14,32.92,142,135,95.1,85.95,17,0.387,0,7.75,70.94,0,10.6,188.07
T00407,GRADE,DOZ001,DOZER,OP006,2026-01-13 10:15:00,2026-01-13 12:15:00,2026-01-13 10:19:59,2026-01-13 10:45:17,25.31,203,203,100.0,57.86,24,0.521,0,6.3,54.26,0,2.16,129.76
T00408,LIFT,EXC001,EXCAVATOR,OP005,2026-01-02 13:30:00,2026-01-02 15:10:00,2026-01-02 13:48:58,2026-01-02 14:10:30,21.53,79,36,45.6,77.01,9,0.317,0,5.62,67.31,0,12.45,93.87
T00409,DIG,EXC001,EXCAVATOR,OP004,2026-01-09 14:00:00,2026-01-09 15:15:00,2026-01-09 13:46:23,2026-01-09 14:09:46,23.38,304,274,90.1,32.9,33,0.194,0,4.46,76.19,0,6.17,119.37
T00410,GRADE,DOZ001,DOZER,OP003,2026-01-06 09:30:00,2026-01-06 11:30:00,2026-01-06 09:22:44,2026-01-06 11:08:18,105.57,884,486,55.0,62.02,102,0.344,0,5.79,62.89,0,5.8,638.24
T00411,DIG,EXC002,EXCAVATOR,OP003,2026-01-19 09:45:00,2026-01-19 11:00:00,2026-01-19 09:20:02,2026-01-19 10:20:04,60.03,635,635,100.0,38.46,75,0.631,0,6.53,56.0,0,11.95,302.61
T00412,GRADE,DOZ001,DOZER,OP002,2026-01-02 09:15:00,2026-01-02 11:15:00,2026-01-02 09:30:52,2026-01-02 10:07:01,36.15,190,180,94.7,61.31,23,0.583,0,1.09,73.63,0,14.93,156.12
T00413,DIG,EXC002,EXCAVATOR,OP004,2026-01-26 08:30:00,2026-01-26 09:45:00,2026-01-26 08:18:15,2026-01-26 08:51:33,33.3,261,144,55.2,38.45,29,0.262,1,6.07,76.58,0,15.84,127.25
T00414,LOAD,LOD001,LOADER,OP001,2026-01-05 15:15:00,2026-01-05 16:35:00,2026-01-05 15:28:00,2026-01-05 15:53:37,25.61,238,238,100.0,38.46,27,0.182,0,4.0,85.71,0,8.3,137.42
T00415,LOAD,LOD001,LOADER,OP006,2026-01-23 16:45:00,2026-01-23 18:05:00,2026-01-23 16:36:58,2026-01-23 17:06:00,29.04,190,190,100.0,48.92,23,0.685,1,2.55,74.56,0,10.29,146.94
T00416,LOAD,LOD001,LOADER,OP003,2026-01-06 17:45:00,2026-01-06 19:05:00,2026-01-06 17:41:42,2026-01-06 18:08:31,26.83,242,218,90.1,40.6,30,0.434,0,1.55,76.28,0,9.81,164.67
T00417,GRADE,DOZ001,DOZER,OP003,2026-01-23 14:30:00,2026-01-23 16:30:00,2026-01-23 14:06:30,2026-01-23 15:04:33,58.06,607,546,90.0,50.08,63,0.027,0,1.94,64.08,0,7.91,312.24
T00418,LIFT,EXC002,EXCAVATOR,OP005,2026-01-24 17:30:00,2026-01-24 19:10:00,2026-01-24 17:16:50,2026-01-24 17:35:40,18.83,52,52,100.0,78.07,6,0.365,1,0.0,63.05,0,11.02,61.99
T00419,DIG,EXC002,EXCAVATOR,OP001,2026-01-06 15:30:00,2026-01-06 16:45:00,2026-01-06 15:19:23,2026-01-06 15:48:09,28.76,306,275,89.9,37.57,34,0.332,0,9.69,62.76,0,5.68,135.6
T00420,DIG,EXC002,EXCAVATOR,OP003,2026-01-11 17:00:00,2026-01-11 18:15:00,2026-01-11 17:13:06,2026-01-11 17:41:02,27.93,323,323,100.0,32.42,38,0.387,0,0.77,46.22,0,7.4,121.59
T00421,LOAD,LOD001,LOADER,OP002,2026-01-27 17:30:00,2026-01-27 18:50:00,2026-01-27 17:37:06,2026-01-27 17:56:27,19.34,154,154,100.0,32.84,17,0.101,0,6.55,53.07,0,10.04,65.6
T00422,LIFT,EXC001,EXCAVATOR,OP002,2026-01-12 10:00:00,2026-01-12 11:40:00,2026-01-12 10:08:12,2026-01-12 10:20:58,12.78,20,20,100.0,81.97,3,0.453,0,3.03,70.76,0,8.68,37.06
T00423,GRADE,DOZ001,DOZER,OP003,2026-01-29 12:45:00,2026-01-29 14:45:00,2026-01-29 12:39:56,2026-01-29 14:27:14,107.3,925,925,100.0,55.35,105,0.386,0,1.2,69.26,0,10.43,562.5
T00424,GRADE,DOZ001,DOZER,OP008,2026-01-26 15:15:00,2026-01-26 17:15:00,2026-01-26 15:24:04,2026-01-26 16:09:37,45.56,483,459,95.0,51.79,51,0.094,0,4.34,71.84,0,5.8,267.95
T00425,DIG,EXC002,EXCAVATOR,OP001,2026-01-11 10:00:00,2026-01-11 11:15:00,2026-01-11 10:13:01,2026-01-11 10:37:56,24.91,155,155,100.0,40.59,18,0.387,1,4.11,63.58,0,12.73,77.55
T00426,GRADE,DOZ001,DOZER,OP002,2026-01-18 07:30:00,2026-01-18 09:30:00,2026-01-18 07:48:11,2026-01-18 09:56:59,128.81,1138,967,85.0,57.8,137,0.409,0,7.55,52.52,0,12.86,753.58
T00427,GRADE,DOZ001,DOZER,OP007,2026-01-06 06:00:00,2026-01-06 08:00:00,2026-01-06 06:00:26,2026-01-06 07:50:46,110.33,828,828,100.0,67.18,96,0.34,0,3.68,33.81,1,2.84,546.35
T00428,LIFT,EXC002,EXCAVATOR,OP005,2026-01-22 10:30:00,2026-01-22 12:10:00,2026-01-22 10:03:03,2026-01-22 10:21:10,18.11,80,80,100.0,83.37,9,0.54,0,3.42,72.21,0,5.61,106.53
T00429,GRADE,DOZ001,DOZER,OP003,2026-01-02 11:00:00,2026-01-02 13:00:00,2026-01-02 10:57:16,2026-01-02 14:00:54,183.63,1025,1025,100.0,80.87,126,0.721,1,6.56,60.62,0,13.81,931.83
T00430,GRADE,DOZ001,DOZER,OP002,2026-01-01 09:15:00,2026-01-01 11:15:00,2026-01-01 08:47:56,2026-01-01 10:04:36,76.66,747,336,45.0,52.22,80,0.163,0,6.9,55.8,0,11.06,412.36
T00431,GRADE,DOZ001,DOZER,OP005,2026-01-26 12:45:00,2026-01-26 14:45:00,2026-01-26 12:50:32,2026-01-26 15:32:16,161.73,1151,633,55.0,59.09,134,0.453,1,3.43,65.42,0,18.9,852.89
T00432,LOAD,LOD001,LOADER,OP007,2026-01-06 11:45:00,2026-01-06 13:05:00,2026-01-06 11:50:37,2026-01-06 12:20:52,30.25,134,134,100.0,59.26,16,0.828,1,3.51,58.64,0,14.45,122.89
T00433,DIG,EXC002,EXCAVATOR,OP008,2026-01-15 10:15:00,2026-01-15 11:30:00,2026-01-15 10:17:31,2026-01-15 10:47:09,29.64,355,320,90.1,32.94,37,0.152,0,8.56,60.61,0,9.99,130.17
T00434,LIFT,EXC001,EXCAVATOR,OP002,2026-01-22 11:45:00,2026-01-22 13:25:00,2026-01-22 11:21:30,2026-01-22 11:39:31,18.01,78,74,94.9,78.11,9,0.28,0,6.43,78.73,0,7.94,95.4
T00435,GRADE,DOZ001,DOZER,OP008,2026-01-19 09:45:00,2026-01-19 11:45:00,2026-01-19 09:59:14,2026-01-19 11:35:20,96.11,762,762,100.0,62.75,85,0.204,0,6.85,80.36,0,7.22,611.13
T00436,DIG,EXC001,EXCAVATOR,OP002,2026-01-25 13:15:00,2026-01-25 14:30:00,2026-01-25 13:11:05,2026-01-25 13:36:11,25.09,251,113,45.0,34.58,30,0.529,0,5.91,79.6,0,11.04,124.44
T00437,LIFT,EXC001,EXCAVATOR,OP001,2026-01-14 07:45:00,2026-01-14 09:25:00,2026-01-14 07:35:40,2026-01-14 08:08:54,33.23,71,32,45.1,115.62,9,0.799,1,5.01,71.86,0,17.2,138.84
T00438,LIFT,EXC002,EXCAVATOR,OP006,2026-01-30 17:00:00,2026-01-30 18:40:00,2026-01-30 17:13:20,2026-01-30 17:25:20,12.01,42,42,100.0,79.19,5,0.28,0,4.07,66.6,0,5.41,56.53
T00439,GRADE,DOZ001,DOZER,OP005,2026-01-17 13:00:00,2026-01-17 15:00:00,2026-01-17 12:56:09,2026-01-17 14:42:47,106.62,1009,1009,100.0,51.68,110,0.442,0,2.31,67.07,0,11.87,583.19
T00440,LIFT,EXC001,EXCAVATOR,OP002,2026-01-30 07:00:00,2026-01-30 08:40:00,2026-01-30 07:13:32,2026-01-30 07:46:28,32.93,93,60,64.5,107.37,12,0.833,0,8.31,69.92,0,15.51,174.17
T00441,LOAD,LOD001,LOADER,OP005,2026-01-13 16:45:00,2026-01-13 18:05:00,2026-01-13 17:01:37,2026-01-13 17:21:39,20.03,186,167,89.8,37.45,21,0.267,0,3.41,74.42,0,8.5,102.21
T00442,DIG,EXC001,EXCAVATOR,OP005,2026-01-13 08:45:00,2026-01-13 10:00:00,2026-01-13 08:46:28,2026-01-13 09:05:55,19.45,119,119,100.0,33.52,13,0.492,0,8.23,61.59,0,12.19,48.41
T00443,LOAD,LOD001,LOADER,OP001,2026-01-24 13:30:00,2026-01-24 14:50:00,2026-01-24 13:30:49,2026-01-24 13:56:07,25.31,135,135,100.0,42.44,17,0.463,1,2.89,64.62,0,13.28,94.98
T00444,LOAD,LOD001,LOADER,OP005,2026-01-27 13:00:00,2026-01-27 14:20:00,2026-01-27 13:07:21,2026-01-27 13:25:28,18.13,98,98,100.0,37.83,11,0.05,0,10.11,66.57,0,11.19,53.58
T00445,GRADE,DOZ001,DOZER,OP005,2026-01-24 12:00:00,2026-01-24 14:00:00,2026-01-24 11:38:21,2026-01-24 12:48:13,69.87,534,507,94.9,61.83,60,0.347,0,11.08,54.48,0,15.47,353.64
T00446,GRADE,DOZ001,DOZER,OP006,2026-01-27 06:15:00,2026-01-27 08:15:00,2026-01-27 06:10:33,2026-01-27 06:44:14,33.69,284,284,100.0,60.33,32,0.28,0,5.61,64.5,1,1.51,180.53
T00447,GRADE,DOZ001,DOZER,OP001,2026-01-06 09:15:00,2026-01-06 11:15:00,2026-01-06 09:27:16,2026-01-06 10:19:53,52.62,268,268,100.0,68.22,34,0.666,1,3.6,35.95,0,13.96,206.87
T00448,GRADE,DOZ001,DOZER,OP006,2026-01-23 09:30:00,2026-01-23 11:30:00,2026-01-23 09:39:03,2026-01-23 11:29:44,110.68,904,678,75.0,59.94,98,0.273,0,3.56,47.54,0,5.57,547.9
T00449,GRADE,DOZ001,DOZER,OP001,2026-01-08 11:45:00,2026-01-08 13:45:00,2026-01-08 11:56:35,2026-01-08 13:41:29,104.89,1063,1063,100.0,50.92,114,0.142,0,8.39,46.44,0,8.14,522.01
T00450,GRADE,DOZ001,DOZER,OP006,2026-01-06 10:00:00,2026-01-06 12:00:00,2026-01-06 10:34:00,2026-01-06 11:50:15,76.26,733,733,100.0,53.15,81,0.217,0,5.95,61.07,0,4.5,397.25
T00451,DIG,EXC001,EXCAVATOR,OP004,2026-01-28 09:15:00,2026-01-28 10:30:00,2026-01-28 09:25:11,2026-01-28 09:51:17,26.1,291,291,100.0,33.77,32,0.246,0,5.36,54.97,0,8.09,114.84
T00452,GRADE,DOZ001,DOZER,OP001,2026-01-16 08:15:00,2026-01-16 10:15:00,2026-01-16 08:20:19,2026-01-16 08:40:52,20.56,167,167,100.0,47.67,18,0.145,0,6.16,42.53,0,6.26,78.25
T00453,LOAD,LOD001,LOADER,OP007,2026-01-29 12:30:00,2026-01-29 13:50:00,2026-01-29 12:28:30,2026-01-29 12:53:17,24.79,157,157,100.0,50.61,19,0.398,0,5.33,69.62,0,8.76,118.97
T00454,GRADE,DOZ001,DOZER,OP007,2026-01-19 07:00:00,2026-01-19 09:00:00,2026-01-19 07:03:13,2026-01-19 08:45:05,101.87,1197,539,45.0,52.09,122,0.022,0,8.54,35.65,0,5.43,544.22
T00455,LOAD,LOD001,LOADER,OP005,2026-01-22 07:45:00,2026-01-22 09:05:00,2026-01-22 07:47:12,2026-01-22 08:01:08,13.92,56,56,100.0,37.38,7,0.097,0,9.71,62.54,0,9.56,35.29
T00456,LOAD,LOD001,LOADER,OP005,2026-01-09 16:30:00,2026-01-09 17:50:00,2026-01-09 16:18:04,2026-01-09 16:35:13,17.16,88,88,100.0,35.04,10,0.495,0,1.13,57.43,0,11.32,49.82
T00457,LIFT,EXC001,EXCAVATOR,OP007,2026-01-22 11:15:00,2026-01-22 12:55:00,2026-01-22 11:10:58,2026-01-22 11:28:13,17.25,26,23,88.5,84.58,4,0.41,1,0.63,58.02,0,11.38,45.55
T00458,LOAD,LOD001,LOADER,OP007,2026-01-13 12:00:00,2026-01-13 13:20:00,2026-01-13 11:44:46,2026-01-13 12:06:09,21.38,189,161,85.2,36.97,21,0.085,0,5.11,75.35,0,8.63,101.95
T00459,LIFT,EXC002,EXCAVATOR,OP004,2026-01-22 14:45:00,2026-01-22 16:25:00,2026-01-22 14:28:12,2026-01-22 14:53:54,25.7,111,105,94.6,85.54,14,0.477,0,0.36,92.72,0,6.99,174.21
T00460,LIFT,EXC001,EXCAVATOR,OP005,2026-01-04 13:15:00,2026-01-04 14:55:00,2026-01-04 13:06:54,2026-01-04 13:27:00,20.11,86,73,84.9,76.91,9,0.065,0,8.9,51.02,0,7.54,78.89
T00461,LIFT,EXC002,EXCAVATOR,OP002,2026-01-08 11:15:00,2026-01-08 12:55:00,2026-01-08 11:22:45,2026-01-08 11:47:57,25.21,98,93,94.9,84.32,11,0.438,0,5.92,75.13,0,9.91,124.02
T00462,LOAD,LOD001,LOADER,OP005,2026-01-19 10:45:00,2026-01-19 12:05:00,2026-01-19 10:35:26,2026-01-19 11:01:49,26.37,257,257,100.0,35.45,29,0.148,0,1.52,81.96,0,9.24,128.69
T00463,DIG,EXC001,EXCAVATOR,OP008,2026-01-29 09:00:00,2026-01-29 10:15:00,2026-01-29 08:52:47,2026-01-29 10:03:22,70.59,470,446,94.9,50.0,63,0.864,1,7.98,90.31,0,16.69,357.79
